rank,finalWorth,category,personName,age,country,city,source,selfMade,gender,lastName,firstName
2133,1300,Automotive,Ziv Aviram,64,Israel,Mevaseret Zion,Automotive technology,TRUE,M,Aviram,Ziv
2133,1300,Fashion & Retail,Sachin Bansal,41,India,Bangalore,Flipkart,TRUE,M,Bansal,Sachin
2133,1300,Energy,Kiki Barki,83,Indonesia,Jakarta,Coal,TRUE,M,Barki,Kiki
2133,1300,Construction & Engineering,Elena Baturina,60,United Kingdom,London,"Investments, real estate",TRUE,F,Baturina,Elena
2133,1300,Healthcare,Banwari Lal Bawri,70,India,Mumbai,Pharmaceuticals,TRUE,M,Bawri,Banwari Lal
2133,1300,Finance & Investments,Othman Benjelloun & family,90,Morocco,Casablanca,"Banking, insurance",FALSE,M,Benjelloun,Othman
2133,1300,Diversified,Hari Bhartia,66,India,Delhi,Diversified,FALSE,M,Bhartia,Hari
2133,1300,Healthcare,Shyam Bhartia,70,India,Delhi,"Pharmaceuticals, food",FALSE,M,Bhartia,Shyam
2133,1300,Technology,Stewart Butterfield,50,United States,Aspen,Messaging software,TRUE,M,Butterfield,Stewart
2133,1300,Technology,Cai Mingtong,71,China,Quanzhou,Electronic components,TRUE,M,Cai,Mingtong
2133,1300,Technology,Anthony Casalena,40,United States,Monkton,Software,TRUE,M,Casalena,Anthony
2133,1300,Manufacturing,Chang Jianming & family,58,China,Shanghai,Industrial equipment,TRUE,M,Chang,Jianming
2133,1300,Real Estate,Richard Chang,76,Taiwan,Taipei,"Real estate, electronics",TRUE,M,Chang,Richard
2133,1300,Metals & Mining,Chen Xuehua,62,China,Tongxiang,Minerals processing,TRUE,M,Chen,Xuehua
2133,1300,Manufacturing,Chen Yin,50,China,Shanghai,Power tools,TRUE,M,Chen,Yin
2133,1300,Automotive,Chin Jong Hwa,64,Taiwan,Taoyuan,Auto parts,TRUE,M,Chin,Jong Hwa
2133,1300,Telecom,R. Marcelo Claure,52,United States,Miami Beach,Cell phone distribution,TRUE,M,Claure,R. Marcelo
2133,1300,Finance & Investments,Alberto Cortina,77,Spain,Madrid,Investments,TRUE,M,Cortina,Alberto
2133,1300,Real Estate,Eduardo Costantini,76,Argentina,Buenos Aires,Real estate,TRUE,M,Costantini,Eduardo
2133,1300,Food & Beverage,Wenjun Dai,54,China,Changsha,Food,TRUE,M,Dai,Wenjun
2133,1300,Technology,Anand Deshpande,60,India,Pune,Technology,TRUE,M,Deshpande,Anand
2133,1300,Media & Entertainment,Aydin Dogan,86,Turkey,Istanbul,Media,TRUE,M,Dogan,Aydin
2133,1300,Finance & Investments,Annalisa Doris,52,Italy,Segrate,Financial services,FALSE,F,Doris,Annalisa
2133,1300,Finance & Investments,Massimo Doris,55,Italy,Milan,Financial services,FALSE,M,Doris,Massimo
2133,1300,Healthcare,Weimin Du,59,China,Shenzhen,Vaccines,TRUE,M,Du,Weimin
2133,1300,Energy,Timothy Dunn & family,67,United States,Midland,Energy,TRUE,M,Dunn,Timothy
2133,1300,Media & Entertainment,Keiko Erikawa,74,Japan,Yokohama City,Video games,TRUE,F,Erikawa,Keiko
2133,1300,Media & Entertainment,Yoichi Erikawa,72,Japan,Yokohama City,Video games,TRUE,M,Erikawa,Yoichi
2133,1300,Finance & Investments,Philip Fayer,45,Canada,Montreal,Online payments,TRUE,M,Fayer,Philip
2133,1300,Real Estate,Marvy Finger,87,United States,Houston,Real estate,TRUE,M,Finger,Marvy
2133,1300,Construction & Engineering,Simona Giorgetta,45,Italy,Milan,Chemical products,FALSE,F,Giorgetta,Simona
2133,1300,Finance & Investments,Joel Greenberg,65,United States,Gladwyne,"Trading, investments",TRUE,M,Greenberg,Joel
2133,1300,Finance & Investments,He Zhiping,59,China,Shenzhen,Investments,TRUE,M,He,Zhiping
2133,1300,Manufacturing,Heikki Herlin,36,Finland,Helsinki,"Elevators, escalators",FALSE,M,Herlin,Heikki
2133,1300,Real Estate,Hoi Kin Hong,70,China,Shanghai,Real estate,TRUE,M,Hoi,Kin Hong
2133,1300,Finance & Investments,Lillyn Teh Li Hua,0,Blank,Blank,Finance,FALSE,F,Hua,Lillyn Teh Li
2133,1300,Finance & Investments,Gregg Hymowitz,57,United States,New York,Asset management,TRUE,M,Hymowitz,Gregg
2133,1300,Service,Mitchell Jacobson,72,United States,Locust Valley,Industrial equipment,FALSE,M,Jacobson,Mitchell
2133,1300,Manufacturing,Anurang Jain,61,India,Aurangabad,Auto parts,TRUE,M,Jain,Anurang
2133,1300,Manufacturing,Jiang Guiting & family,64,China,Dezhou,Manufacturing,TRUE,M,Jiang,Guiting
2133,1300,Manufacturing,Jin Xin,56,China,Fuxin,Manufacturing,TRUE,M,Jin,Xin
2133,1300,Finance & Investments,Conni Jonsson,62,Sweden,Stockholm,Asset management,TRUE,M,Jonsson,Conni
2133,1300,Finance & Investments,George Joseph,101,United States,Los Angeles,Insurance,TRUE,M,Joseph,George
2133,1300,Technology,Laurent Junique,57,Singapore,Singapore,Call centers,TRUE,M,Junique,Laurent
2133,1300,Diversified,Zbigniew Juroszek & family,60,Poland,Cieszyn,"Real estate, gambling",TRUE,M,Juroszek,Zbigniew
2133,1300,Technology,Alexander Karp,55,United States,Palo Alto,Software firm,TRUE,M,Karp,Alexander
2133,1300,Healthcare,Joe Kiani,58,United States,Irvine,Medical devices,TRUE,M,Kiani,Joe
2133,1300,Finance & Investments,Seth Klarman,65,United States,Chestnut Hill,Investments,TRUE,M,Klarman,Seth
2133,1300,Technology,Kagemasa Kozuki,82,Japan,Tokyo,Video games,TRUE,M,Kozuki,Kagemasa
2133,1300,Technology,Michael Krasny,69,United States,Highland Park,Retail,TRUE,M,Krasny,Michael
2133,1300,Technology,Eduard Kucera,70,Czech Republic,Prague,Software,TRUE,M,Kucera,Eduard
2133,1300,Finance & Investments,Kristo Käärmann,42,United Kingdom,London,"Payments, banking",TRUE,M,Käärmann,Kristo
2133,1300,Fashion & Retail,Gary Lauder,60,United States,Atherton,Estée Lauder,FALSE,M,Lauder,Gary
2133,1300,Technology,Lee Hae-jin,55,South Korea,Seoul,Internet,TRUE,M,Lee,Hae-jin
2133,1300,Diversified,Art Levinson,73,United States,Hillsborough,"Genentech, Apple",TRUE,M,Levinson,Art
2133,1300,Food & Beverage,Li Denghai,73,China,Laizhou,Seed production,TRUE,M,Li,Denghai
2133,1300,Diversified,Fengluan Li,61,China,Ruzhou,"Steel, diversified",TRUE,F,Li,Fengluan
2133,1300,Manufacturing,Li Yongqing,58,China,Hangzhou,Petro Firbe,TRUE,M,Li,Yongqing
2133,1300,Manufacturing,Li Zhigang,46,China,Wuhan,Machinery,TRUE,M,Li,Zhigang
2133,1300,Healthcare,Liu Gexin & family,71,China,Chengdu,Pharmaceuticals,TRUE,M,Liu,Gexin
2133,1300,Food & Beverage,Itamar Locks & family,68,Brazil,Rondonopolis,Agribusiness,FALSE,M,Locks,Itamar
2133,1300,Media & Entertainment,Lu Hongyan,45,China,Xiamen,Online games,TRUE,M,Lu,Hongyan
2133,1300,Healthcare,Lv Jianming,58,China,Hangzhou,Medical equipment,TRUE,M,Lv,Jianming
2133,1300,Food & Beverage,Blairo Maggi,66,Brazil,Cuiaba,Agribusiness,FALSE,M,Maggi,Blairo
2133,1300,Diversified,Yasseen Mansour,61,Egypt,Cairo,Diversified,TRUE,M,Mansour,Yasseen
2133,1300,Fashion & Retail,Charlwin Mao,0,China,Shanghai,E-commerce,TRUE,M,Mao,Charlwin
2133,1300,Real Estate,George Marcus,81,United States,Los Altos Hills,Real estate,TRUE,M,Marcus,George
2133,1300,Healthcare,Yves-Loic Martin,57,France,Nantes,Laboratory services,TRUE,M,Martin,Yves-Loic
2133,1300,Finance & Investments,Carsten Maschmeyer,63,Germany,Munich,Finance services,TRUE,M,Maschmeyer,Carsten
2133,1300,Finance & Investments,Lillian Teh Li Ming,0,Blank,Blank,Banking,FALSE,F,Ming,Lillian Teh Li
2133,1300,Logistics,Martin Moller Nielsen,58,Switzerland,Lugano,Aircraft leasing,TRUE,M,Moller Nielsen,Martin
2133,1300,Finance & Investments,Jahm Najafi,60,United States,Paradise Valley,Investments,TRUE,M,Najafi,Jahm
2133,1300,Finance & Investments,Randal Nardone,67,United States,New York,"Investments, energy",TRUE,M,Nardone,Randal
2133,1300,Food & Beverage,Nguyen Dang Quang,59,Vietnam,Ho Chi Minh City,"Consumer products, banking",TRUE,M,Nguyen,Dang Quang
2133,1300,Gambling & Casinos,Kazuo Okada,80,Japan,Tokyo,Casinos,TRUE,M,Okada,Kazuo
2133,1300,Healthcare,John Oyler,55,United States,Blank,Biotech,TRUE,M,Oyler,John
2133,1300,Finance & Investments,William Teh Lee Pang,0,Blank,Blank,Banking,FALSE,M,Pang,William Teh Lee
2133,1300,Manufacturing,George Pedersen & family,87,United States,McLean,Defense contractor,TRUE,M,Pedersen,George
2133,1300,Fashion & Retail,Qu Miranda,38,China,Shanghai,E-commerce,TRUE,F,Qu,Miranda
2133,1300,Real Estate,Jupally Rameshwar Rao,67,India,Hyderabad,Real estate,TRUE,M,Rameshwar Rao,Jupally
2133,1300,Logistics,G. M. Rao,72,India,Bangalore,Infrastructure,TRUE,M,Rao,G. M.
2133,1300,Healthcare,P.V. Ramprasad Reddy,65,India,Hyderabad,Pharmaceuticals,TRUE,M,Reddy,P.V. Ramprasad
2133,1300,Healthcare,Satish Reddy,55,India,Hyderabad,Pharmaceuticals,FALSE,M,Reddy,Satish
2133,1300,Fashion & Retail,Fernando Roig,75,Spain,Valencia,Supermarkets,FALSE,M,Roig,Fernando
2133,1300,Diversified,Igor Rotenberg,49,Russia,Moscow,"Investments, real estate",TRUE,M,Rotenberg,Igor
2133,1300,Manufacturing,Seifeddin Rustamov,60,United States,Blank,Chemicals,TRUE,M,Rustamov,Seifeddin
2133,1300,Diversified,Deniz Sahenk,77,Turkey,Istanbul,Diversified,FALSE,F,Sahenk,Deniz
2133,1300,Food & Beverage,Nobutada Saji,77,Japan,Tokyo,Beverages,FALSE,M,Saji,Nobutada
2133,1300,Gambling & Casinos,Hajime Satomi,81,Japan,Tokyo,"Video games, pachinko",TRUE,M,Satomi,Hajime
2133,1300,Technology,James Scapa,66,United States,Atherton,Software,TRUE,M,Scapa,James
2133,1300,Manufacturing,Stephan Schnabel,48,Blank,Blank,Chemicals,FALSE,M,Schnabel,Stephan
2133,1300,Healthcare,Devi Shetty,70,India,Bangalore,Healthcare,TRUE,M,Shetty,Devi
2133,1300,Diversified,Albert Shigaboutdinov,70,Russia,Kazan,"Refinery, chemicals",TRUE,M,Shigaboutdinov,Albert
2133,1300,Finance & Investments,Diana Teh Li Shing,0,Blank,Blank,Banking,FALSE,F,Shing,Diana Teh Li
2133,1300,Food & Beverage,Denis Shtengelov,50,Australia,Gold Coast,"Food, retail",TRUE,M,Shtengelov,Denis
2133,1300,Manufacturing,Fei Song,56,China,Yantai,Machinery,TRUE,M,Song,Fei
2133,1300,Sports,Hal Steinbrenner,54,United States,Tampa,Sports,FALSE,M,Steinbrenner,Hal
2133,1300,Sports,Jessica Steinbrenner,59,United States,Tampa,Sports,FALSE,F,Steinbrenner,Jessica
2133,1300,Sports,Jennifer Steinbrenner Swindal,63,United States,Tampa,Sports,FALSE,F,Steinbrenner Swindal,Jennifer
2133,1300,Metals & Mining,Konstantin Strukov & family,64,Russia,Chelyabinsk,"Gold, coal mining",TRUE,M,Strukov,Konstantin
2133,1300,Energy,Rustem Sulteev,69,Russia,Kazan,"Refinery, chemicals",TRUE,M,Sulteev,Rustem
2133,1300,Food & Beverage,Clemens Toennies,66,Germany,Rheda-Wiedenbrück,Meat processing,TRUE,M,Toennies,Clemens
2133,1300,Food & Beverage,Robert Toennies,44,Germany,Rheda-Wiedenbrück,Meat processing,FALSE,M,Toennies,Robert
2133,1300,Real Estate,John Van Lieshout,77,Australia,Brisbane,Real estate,TRUE,M,Van Lieshout,John
2133,1300,Healthcare,Pongsak Viddayakorn,89,Thailand,Bangkok,Hospitals,TRUE,M,Viddayakorn,Pongsak
2133,1300,Fashion & Retail,Wang Jianguo,63,China,Nanjing,Retail,TRUE,M,Wang,Jianguo
2133,1300,Service,Junjin Wang,54,China,Shanghai,Airline,TRUE,M,Wang,Junjin
2133,1300,Manufacturing,Wang Mingwang,55,China,Shenzhen,Electronics components,TRUE,M,Wang,Mingwang
2133,1300,Technology,Wei Lidong & family,47,China,Shanghai,Software,TRUE,M,Wei,Lidong
2133,1300,Fashion & Retail,Myron Wentz,83,Cayman Islands,Grand Cayman,Health products,TRUE,M,Wentz,Myron
2133,1300,Manufacturing,Wu Xiaoge,50,China,Chengdu,Battery components,TRUE,F,Wu,Xiaoge
2133,1300,Diversified,Wu Xushun & family,74,China,Wuhu,Internet,TRUE,M,Wu,Xushun
2133,1300,Healthcare,Xiong Xiaochuan,57,China,Shenzhen,Medical devices,TRUE,M,Xiong,Xiaochuan
2133,1300,Technology,Xu Shaochun,60,China,Shenzhen,Software,TRUE,M,Xu,Shaochun
2133,1300,Technology,Yan Jane & family,53,China,Beijing,Software,TRUE,F,Yan,Jane
2133,1300,Manufacturing,Zeng Chaoyi,54,China,Changsha,Aluminum products,TRUE,M,Zeng,Chaoyi
2133,1300,Service,Peng Zhao,52,China,Beijing,Online recruitment,TRUE,M,Zhao,Peng
2133,1300,Service,Zhao Tongtong,56,Hong Kong,Hong Kong,Hotels,TRUE,F,Zhao,Tongtong
2133,1300,Metals & Mining,Kostyantin Zhevago,49,Ukraine,Kiev,Mining,TRUE,M,Zhevago,Kostyantin
2133,1300,Manufacturing,Zong Yanmin,0,China,Jinan,Semiconductor materials,TRUE,M,Zong,Yanmin
2259,1200,Finance & Investments,Sanjay Agarwal,52,India,Jaipur,Banking,TRUE,M,Agarwal,Sanjay
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63,Qatar,Doha,Investments,FALSE,M,Al Thani,Hamad bin Jassim bin Jaber
2259,1200,Diversified,Joao Alves de Queiroz Filho,70,Brazil,São Paulo,Pharmaceuticals,TRUE,M,Alves de Queiroz Filho,Joao
2259,1200,Metals & Mining,Jose Maria Aristrain,60,Switzerland,Gstaad,Steel,FALSE,M,Aristrain,Jose Maria
2259,1200,Finance & Investments,Michael Arougheti,50,United States,Nyack,Finance,TRUE,M,Arougheti,Michael
2259,1200,Technology,Tope Awotona,41,United States,Atlanta,Software,TRUE,M,Awotona,Tope
2259,1200,Healthcare,Mehmet Aydinlar,66,Turkey,Istanbul,Hospitals,TRUE,M,Aydinlar,Mehmet
2259,1200,Real Estate,Danna Azrieli,55,Israel,Herzliya,Real estate,FALSE,F,Azrieli,Danna
2259,1200,Real Estate,Naomi Azrieli,57,Canada,Toronto,Real estate,FALSE,F,Azrieli,Naomi
2259,1200,Real Estate,Sharon Azrieli,62,Canada,Montreal,Real estate,FALSE,F,Azrieli,Sharon
2259,1200,Energy,Bai Houshan,59,China,Ningbo,Lithium battery,TRUE,M,Bai,Houshan
2259,1200,Finance & Investments,Thomas Bailey,86,United States,Aspen,Money management,TRUE,M,Bailey,Thomas
2259,1200,Healthcare,Bernhard Braun-Luedicke,46,Germany,Melsungen,Medical technology,FALSE,M,Braun-Luedicke,Bernhard
2259,1200,Healthcare,Eva Maria Braun-Luedicke,36,Germany,Melsungen,Medical technology,FALSE,F,Braun-Luedicke,Eva Maria
2259,1200,Healthcare,Friederike Braun-Luedicke,39,Germany,Melsungen,Medical technology,FALSE,F,Braun-Luedicke,Friederike
2259,1200,Real Estate,Jeffrey Cheah,78,Malaysia,Kuala Lumpur,"Property, healthcare",TRUE,M,Cheah,Jeffrey
2259,1200,Food & Beverage,Chen Xianbao & family,63,China,Hefei,Food,TRUE,M,Chen,Xianbao
2259,1200,Healthcare,Cheng Xianfeng,54,China,Hefei,Pharmaceuticals,TRUE,M,Cheng,Xianfeng
2259,1200,Fashion & Retail,Chung Yong-jin,54,South Korea,Seoul,Retail,FALSE,M,Chung,Yong-jin
2259,1200,Service,Darwin Deason,82,United States,Dallas,Software,TRUE,M,Deason,Darwin
2259,1200,Fashion & Retail,Diego Della Valle,69,Italy,Sant'' Elpidio A Mare,Shoes,FALSE,M,Della Valle,Diego
2259,1200,Manufacturing,Ashwin Desai,71,India,Surat,Specialty chemicals,TRUE,M,Desai,Ashwin
2259,1200,Media & Entertainment,Richard Desmond,71,United Kingdom,London,Publishing,TRUE,M,Desmond,Richard
2259,1200,Fashion & Retail,Ding Shui Po,52,China,Quanzhou,"Sneakers, sportswear",FALSE,M,Ding,Shui Po
2259,1200,Fashion & Retail,Sefik Yilmaz Dizdar,85,Turkey,Istanbul,Fashion retail,TRUE,M,Dizdar,Sefik Yilmaz
2259,1200,Media & Entertainment,Mathias Doepfner,60,Germany,Potsdam,Media,FALSE,M,Doepfner,Mathias
2259,1200,Manufacturing,Farhad Ebrahimi,84,United States,Denver,Solar panels,TRUE,M,Ebrahimi,Farhad
2259,1200,Diversified,Jose Roberto Ermirio de Moraes,65,Brazil,Sao Paulo,Diversified,FALSE,M,Ermirio de Moraes,Jose Roberto
2259,1200,Diversified,Jose Ermirio de Moraes Neto,70,Brazil,Sao Paulo,Diversified,FALSE,M,Ermirio de Moraes Neto,Jose
2259,1200,Manufacturing,Fang Hongbo,56,China,Shunde,Home appliances,TRUE,M,Fang,Hongbo
2259,1200,Manufacturing,David Feffer,66,Brazil,São Paulo,Pulp and paper,FALSE,M,Feffer,David
2259,1200,Manufacturing,Zsolt Felcsuti,51,Hungary,Blank,Manufacturing,TRUE,M,Felcsuti,Zsolt
2259,1200,Fashion & Retail,Ben Francis,30,United Kingdom,Birmingham,Fitness clothing,TRUE,M,Francis,Ben
2259,1200,Fashion & Retail,Gary Friedman,65,United States,Belvedere,Furniture retail,TRUE,M,Friedman,Gary
2259,1200,Metals & Mining,Dan Gertler,49,Israel,Bnei Brak,Mining,FALSE,M,Gertler,Dan
2259,1200,Manufacturing,Balkrishan Goenka,56,India,Mumbai,Textiles,TRUE,M,Goenka,Balkrishan
2259,1200,Finance & Investments,Lawrence Golub,63,United States,New York,Private equity,TRUE,M,Golub,Lawrence
2259,1200,Manufacturing,Saroj Rani Gupta,72,India,Delhi,Steel tubes,TRUE,F,Gupta,Saroj Rani
2259,1200,Technology,Anthony Hall,67,Australia,Melbourne,Technology,TRUE,M,Hall,Anthony
2259,1200,Construction & Engineering,Fahed Hariri,42,United Kingdom,London,"Construction, investments",FALSE,M,Hariri,Fahed
2259,1200,Fashion & Retail,Richard Hayne,75,United States,Philadelphia,Urban Outfitters,TRUE,M,Hayne,Richard
2259,1200,Finance & Investments,Michael Heine,73,Australia,Melbourne,Financial services,TRUE,M,Heine,Michael
2259,1200,Technology,Orion Hindawi,43,United States,Seattle,Software,TRUE,M,Hindawi,Orion
2259,1200,Gambling & Casinos,Lawrence Ho,46,Hong Kong,Hong Kong,Casinos,FALSE,M,Ho,Lawrence
2259,1200,Fashion & Retail,Huang Guanlin,58,China,Ningbo,"Textiles, apparel",TRUE,M,Huang,Guanlin
2259,1200,Technology,Sam Hupert,68,Australia,Melbourne,Technology,TRUE,M,Hupert,Sam
2259,1200,Telecom,Mohammed Ibrahim,76,United Kingdom,London,Communications,TRUE,M,Ibrahim,Mohammed
2259,1200,Food & Beverage,Shirley Kao,66,Taiwan,Tainan,Food & beverage retailing,FALSE,F,Kao,Shirley
2259,1200,Finance & Investments,David Kaplan,55,United States,Los Angeles,Finance,TRUE,M,Kaplan,David
2259,1200,Fashion & Retail,Kim Kardashian,42,United States,Hidden Hills,"Shapewear, cosmetics, reality TV",TRUE,F,Kardashian,Kim
2259,1200,Manufacturing,Ke Guihua,57,China,Shanghai,Auto parts,TRUE,M,Ke,Guihua
2259,1200,Healthcare,Ke Yunfeng & family,56,China,Guangzhou,Retailing,TRUE,M,Ke,Yunfeng
2259,1200,Real Estate,Alexander Klyachin,55,Russia,Moscow,Real estate,TRUE,M,Klyachin,Alexander
2259,1200,Manufacturing,Christine Knauf,0,Germany,Berlin,Building materials,FALSE,F,Knauf,Christine
2259,1200,Manufacturing,Karl Knauf,0,Germany,Iphofen,Building materials,FALSE,M,Knauf,Karl
2259,1200,Automotive,Suresh Krishna,86,India,Chennai,Auto parts,FALSE,M,Krishna,Suresh
2259,1200,Media & Entertainment,Guy Laliberté,63,Canada,Montreal,Cirque du Soleil,TRUE,M,Laliberté,Guy
2259,1200,Technology,Lee Su-jin,45,South Korea,Blank,Hospitality,TRUE,M,Lee,Su-jin
2259,1200,Manufacturing,Li Guoqing,53,China,Hangzhou,Petro Fibre,TRUE,M,Li,Guoqing
2259,1200,Healthcare,Li Li,59,China,Shenzhen,Pharmaceuticals,TRUE,M,Li,Li
2259,1200,Healthcare,Li Ruiqiang,43,China,Beijing,Medical services,TRUE,M,Li,Ruiqiang
2259,1200,Manufacturing,Zhen Li & family,59,China,Hefei,Lithium batteries,TRUE,M,Li,Zhen
2259,1200,Manufacturing,Guangwei Liang,59,China,Shenzhen,Conglomerate,TRUE,M,Liang,Guangwei
2259,1200,Energy,Liu Ming Hui,60,Hong Kong,Hong Kong,Natural gas distribution,TRUE,M,Liu,Ming Hui
2259,1200,Technology,Frederic Luddy,68,United States,San Diego,Software,TRUE,M,Luddy,Frederic
2259,1200,Food & Beverage,"Cargill MacMillan, III.",63,United States,Boulder,Cargill,FALSE,M,MacMillan,Cargill
2259,1200,Food & Beverage,John MacMillan,73,United States,Plymouth,Cargill,FALSE,M,MacMillan,John
2259,1200,Food & Beverage,Martha MacMillan,71,United States,Orono,Cargill,FALSE,F,MacMillan,Martha
2259,1200,Food & Beverage,William MacMillan,68,United States,Englewood,Cargill,FALSE,M,MacMillan,William
2259,1200,Diversified,Keshub Mahindra,99,India,Mumbai,Diversified,FALSE,M,Mahindra,Keshub
2259,1200,Manufacturing,Mao Zhongwu,60,China,Changsha,Manufacturing,TRUE,M,Mao,Zhongwu
2259,1200,Construction & Engineering,Jorge Mas,60,United States,Miami,Construction,FALSE,M,Mas,Jorge
2259,1200,Diversified,Lorinc Meszaros,57,Hungary,Felcsút,Diversified,TRUE,M,Meszaros,Lorinc
2259,1200,Technology,Jeffrey Michael & family,66,United States,Minnetonka,Data management,TRUE,M,Michael,Jeffrey
2259,1200,Healthcare,Alan Miller & family,85,United States,Lower Merion,Healthcare services,TRUE,M,Miller,Alan
2259,1200,Automotive,Ulrich Mommert & family,82,Blank,Blank,Lighting,TRUE,M,Mommert,Ulrich
2259,1200,Diversified,Neide Helena de Moraes,68,Brazil,Sao Paulo,Diversified,FALSE,F,Moraes,Neide Helena de
2259,1200,Finance & Investments,Scott Nuttall,50,United States,New York,Private equity,TRUE,M,Nuttall,Scott
2259,1200,Manufacturing,Kailashchandra Nuwal,65,Blank,Blank,Industrial explosives,FALSE,M,Nuwal,Kailashchandra
2259,1200,Food & Beverage,Axel Oberwelland & family,56,Germany,Berlin,Candy,FALSE,M,Oberwelland,Axel
2259,1200,Technology,Jonathan Oringer,48,United States,Miami Beach,Stock photos,TRUE,M,Oringer,Jonathan
2259,1200,Food & Beverage,Vitaly Orlov,58,Russia,Murmansk,Fisheries,TRUE,M,Orlov,Vitaly
2259,1200,Real Estate,Jose Isaac Peres & family,82,Brazil,Rio de Janeiro,Shopping malls,TRUE,M,Peres,Jose Isaac
2259,1200,Media & Entertainment,Markus Persson,43,Sweden,Stockholm,Computer games,TRUE,M,Persson,Markus
2259,1200,Technology,Mark Pincus,57,United States,San Francisco,Online games,TRUE,M,Pincus,Mark
2259,1200,Diversified,Murdaya Poo,82,Indonesia,Jakarta,Diversified,FALSE,M,Poo,Murdaya
2259,1200,Healthcare,Forrest Preston,90,United States,Cleveland,Health care,TRUE,M,Preston,Forrest
2259,1200,Food & Beverage,Qian Ying,57,China,Nanyang,Pig breeding,TRUE,F,Qian,Ying
2259,1200,Manufacturing,Jimmy Rane,76,United States,Abbeville,Lumber,TRUE,M,Rane,Jimmy
2259,1200,Finance & Investments,Andrei Rappoport,59,Switzerland,Lugano,Investments,TRUE,M,Rappoport,Andrei
2259,1200,Food & Beverage,Hugo Ribeiro & family,0,Brazil,Rondonopolis,Agribusiness,FALSE,M,Ribeiro,Hugo
2259,1200,Finance & Investments,Bennett Rosenthal,59,United States,Los Angeles,Finance,TRUE,M,Rosenthal,Bennett
2259,1200,Real Estate,Atul Ruia,52,India,Mumbai,Real estate,FALSE,M,Ruia,Atul
2259,1200,Finance & Investments,Thomas Sandell,62,United Kingdom,London,Hedge funds,TRUE,M,Sandell,Thomas
2259,1200,Food & Beverage,Francesco Saputo,0,Canada,Montreal,Cheese,FALSE,M,Saputo,Francesco
2259,1200,Construction & Engineering,Dhruv Sawhney,78,United Arab Emirates,Dubai,"Engineering, sugar",FALSE,M,Sawhney,Dhruv
2259,1200,Finance & Investments,Gerald Schwartz,81,Canada,Toronto,Finance,TRUE,M,Schwartz,Gerald
2259,1200,Fashion & Retail,Antonio Luiz Seabra,80,United Kingdom,London,Cosmetics,TRUE,M,Seabra,Antonio Luiz
2259,1200,Technology,Eric Ya Shen,52,China,Guangzhou,Online apparel retail,TRUE,M,Shen,Eric Ya
2259,1200,Technology,Sytse 'Sid' Sijbrandij,43,United States,San Francisco,Software,TRUE,M,Sijbrandij,Sytse 'Sid'
2259,1200,Automotive,Alexander Sixt,43,Germany,Munich,Car rentals,FALSE,M,Sixt,Alexander
2259,1200,Automotive,Konstantin Sixt,40,Germany,Munich,Car rentals,FALSE,M,Sixt,Konstantin
2259,1200,Energy,Edwin Soeryadjaya,73,Indonesia,Jakarta,"Coal, investments",FALSE,M,Soeryadjaya,Edwin
2259,1200,Healthcare,Abhay Soi,49,India,Mumbai,Healthcare,TRUE,M,Soi,Abhay
2259,1200,Technology,Mike Speiser,52,United Kingdom,London,Software,TRUE,M,Speiser,Mike
2259,1200,Construction & Engineering,Marco Squinzi,51,Italy,Milan,Chemical products,FALSE,M,Squinzi,Marco
2259,1200,Construction & Engineering,Veronica Squinzi,51,Italy,Milan,Chemical products,FALSE,F,Squinzi,Veronica
2259,1200,Finance & Investments,Michael Steinhardt,82,United States,Mount Kisco,Hedge funds,TRUE,M,Steinhardt,Michael
2259,1200,Technology,Ion Stoica,58,United States,Berkeley,Data analytics,TRUE,M,Stoica,Ion
2259,1200,Metals & Mining,Eddy Sugianto,77,Indonesia,Jakarta,Coal,TRUE,M,Sugianto,Eddy
2259,1200,Manufacturing,Luc Tack,61,Belgium,Deinze,"Textile, chemicals",TRUE,M,Tack,Luc
2259,1200,Food & Beverage,Tony Tan Caktiong,70,Philippines,Manila,Food,TRUE,M,Tan Caktiong,Tony
2259,1200,Manufacturing,Xiuguo Tang,59,China,Changsha,Manufacturing,TRUE,M,Tang,Xiuguo
2259,1200,Real Estate,Sam Tarascio,78,Australia,Melbourne,Real estate,TRUE,M,Tarascio,Sam
2259,1200,Finance & Investments,Lina Tombolato,75,Italy,Tombolo,Financial services,FALSE,F,Tombolato,Lina
2259,1200,Manufacturing,Ching Bor Tung,60,China,Dongguan,Manufacturing,TRUE,M,Tung,Ching Bor
2259,1200,Media & Entertainment,Joop van den Ende,81,Netherlands,Baarn,TV shows,TRUE,M,van den Ende,Joop
2259,1200,Finance & Investments,Ruben Vardanyan & family,54,Armenia,Erevan,Investment banking,TRUE,M,Vardanyan,Ruben
2259,1200,Fashion & Retail,Sandro Veronesi & family,63,Italy,Milan,Fashion,TRUE,M,Veronesi,Sandro
2259,1200,Real Estate,Thongma Vijitpongpun,65,Thailand,Bangkok,Real estate,TRUE,M,Vijitpongpun,Thongma
2259,1200,Finance & Investments,Thomas von Koch,57,Hong Kong,Hong Kong,Asset management,TRUE,M,von Koch,Thomas
2259,1200,Healthcare,Wang Fuji,0,China,Zhangzhou,Pharmaceuticals,TRUE,M,Wang,Fuji
